area	amenities	floors	bedrooms	bathrooms	property_type	selling_type	road_size	road_type	location_two
4.0	6	2.5	6.0	4.0	2.0	1.0	18.0	19.0	15.0
3.5	4	3.5	5.0	3.0	2.0	1.0	12.0	12.0	18.0
10.0	4	2.5	4.0	4.0	2.0	1.0	13.0	13.0	15.0
4.5	5	2.5	5.0	4.0	2.0	1.0	20.0	19.0	21.0
7.0	5	3.5	2.5	4.0	2.0	0.0	20.0	21.0	15.0
3.0	3	2.5	2.5	2.5	2.0	1.0	72.0	19.0	15.0
3.5	5	2.5	2.5	2.5	2.0	1.0	13.0	19.0	6.0
3.5	4	2.5	2.5	2.5	2.0	1.0	13.0	19.0	6.0
3.25	3	2.5	2.5	2.5	2.0	1.0	13.0	19.0	6.0
3.25	8	2.5	5.0	4.0	2.0	1.0	13.0	19.0	6.0
8.625	12	2.5	5.0	2.5	2.0	1.0	18.0	19.0	27.0
8.625	4	2.5	5.0	5.0	2.0	1.0	20.0	19.0	11.0
5.25	5	2.5	2.5	2.5	2.0	1.0	12.0	21.0	4.0
4.0	5	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
4.875	4	2.5	2.5	2.5	2.0	1.0	12.0	19.0	15.0
9.0	6	2.5	2.5	2.5	2.0	1.0	26.0	19.0	15.0
6.25	4	2.5	5.0	3.0	2.0	1.0	10.0	19.0	17.0
32.0	12	1.0	4.0	3.0	2.0	0.0	45.0	19.0	15.0
4.0	8	3.5	5.0	2.5	2.0	1.0	13.0	20.0	18.0
5.0	9	2.5	5.0	4.0	2.0	1.0	13.0	20.0	4.0
5.75	7	3.5	7.0	8.0	2.0	1.0	16.0	21.0	17.0
48.0	10	2.5	5.0	4.0	2.0	0.0	13.0	19.0	21.0
9.5	7	3.5	7.0	4.0	2.0	1.0	20.0	19.0	15.0
4.25	7	2.5	2.5	2.5	2.0	1.0	16.0	19.0	4.0
4.0	6	3.5	8.0	7.0	2.0	1.0	12.0	22.0	15.0
3.5	6	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
5.0	6	2.5	2.5	2.5	2.0	1.0	14.0	19.0	4.0
3.5	6	2.5	5.0	4.0	2.0	1.0	16.0	19.0	4.0
6.0	5	2.5	5.0	2.5	2.0	1.0	10.0	19.0	6.0
17.0	8	2.5	5.0	2.5	2.0	1.0	20.0	19.0	15.0
3.25	4	1.0	2.0	2.5	2.0	1.0	32.0	20.0	6.0
3.0	4	2.5	2.5	2.5	2.0	1.0	12.0	19.0	27.0
9.6875	5	2.5	5.0	3.0	2.0	1.0	13.0	19.0	15.0
3.5	5	1.0	2.0	1.0	2.0	1.0	13.0	21.0	4.0
3.0	5	2.5	6.0	3.0	2.0	1.0	12.0	21.0	27.0
3.5	11	3.0	5.0	4.0	2.0	1.0	13.0	22.0	25.0
4.0	3	1.0	2.0	1.0	2.0	1.0	12.0	22.0	6.0
2.5	10	2.5	3.0	3.0	2.0	1.0	13.0	20.0	19.0
5.75	4	4.0	2.5	4.0	2.0	1.0	10.0	21.0	15.0
38.0	5	2.5	2.5	2.5	2.0	1.0	65.0	19.0	15.0
48.0	3	4.0	2.5	10.0	0.0	0.0	26.0	19.0	15.0
3.0	15	2.5	11.0	3.0	2.0	1.0	13.0	20.0	25.0
9.5	18	4.0	8.0	6.0	2.0	1.0	8.0	21.0	15.0
3.625	7	3.5	4.0	5.0	2.0	0.0	20.0	19.0	17.0
6.0	8	2.5	4.0	4.0	2.0	0.0	12.0	19.0	12.0
1.6875	2	5.5	2.5	7.0	0.0	1.0	12.0	17.0	15.0
8.3125	5	3.0	6.0	8.0	2.0	1.0	14.0	19.0	15.0
8.3125	15	2.5	2.5	2.5	2.0	1.0	20.0	20.0	19.0
3.0	4	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
3.5	5	2.5	2.5	2.5	2.0	1.0	20.0	19.0	4.0
5.75	6	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
3.0625	4	2.5	5.0	3.0	2.0	1.0	12.0	19.0	27.0
3.0625	13	3.0	5.0	2.5	2.0	1.0	16.0	19.0	17.0
8.5	8	3.0	6.0	2.5	2.0	1.0	12.0	21.0	17.0
20.0	6	2.0	4.0	4.0	2.0	1.0	15.0	19.0	15.0
5.0	6	3.5	6.0	6.0	2.0	1.0	12.0	19.0	4.0
5.0	3	3.0	2.5	2.5	2.0	0.0	13.0	20.0	6.0
6.0625	3	2.5	5.0	3.0	2.0	1.0	10.0	19.0	17.0
3.5	9	3.5	5.0	2.5	2.0	1.0	13.0	19.0	27.0
3.0	5	2.5	2.5	2.5	2.0	1.0	11.0	22.0	21.0
4.25	4	2.5	2.5	2.5	2.0	1.0	12.0	19.0	19.0
16.0	7	2.5	5.0	3.0	2.0	1.0	12.0	19.0	25.0
11.0	4	4.0	2.5	2.5	2.0	1.0	12.0	22.0	15.0
4.0	11	2.5	5.0	2.5	2.0	1.0	20.0	22.0	4.0
4.0	14	3.0	5.0	5.0	2.0	1.0	18.0	19.0	15.0
6.25	5	2.5	2.5	2.5	2.0	1.0	20.0	19.0	1.0
19.0	7	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
6.0	4	2.5	2.5	2.5	2.0	1.0	13.0	22.0	21.0
4.25	5	2.5	2.5	2.5	2.0	0.0	14.0	19.0	19.0
32.0	6	2.5	5.0	2.5	2.0	1.0	18.0	19.0	21.0
48.0	5	2.5	2.5	2.5	2.0	0.0	13.0	19.0	15.0
3.0	10	4.0	2.5	2.5	2.0	1.0	10.0	19.0	4.0
72.0	6	3.0	5.0	6.0	2.0	1.0	20.0	19.0	15.0
3.0	7	1.0	2.0	2.5	2.0	1.0	13.0	19.0	27.0
4.2580043824	5	1.0	2.0	2.0	2.0	1.0	20.0	21.0	28.0
36.0	6	3.0	3.0	3.0	2.0	1.0	13.0	19.0	11.0
9.5	7	2.5	3.0	2.5	2.0	1.0	13.0	19.0	21.0
3.25	6	5.0	3.0	2.5	2.0	1.0	12.0	19.0	15.0
3.5	9	3.0	7.0	2.5	2.0	1.0	20.0	19.0	1.0
7.0	3	2.5	2.5	2.5	2.0	1.0	12.0	19.0	27.0
6.0	5	2.5	4.0	2.5	2.0	1.0	16.0	19.0	17.0
5.0	6	2.5	4.0	4.0	2.0	1.0	12.0	19.0	17.0
4.625	5	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
5.75	4	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
3.0	4	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
4.0	5	2.5	2.5	2.5	2.0	1.0	16.0	19.0	4.0
3.0	4	1.0	2.0	1.0	2.0	1.0	10.0	22.0	4.0
3.5	3	1.0	2.0	1.0	2.0	1.0	13.0	22.0	4.0
2.5	6	2.5	2.5	2.5	2.0	1.0	13.0	20.0	4.0
3.25	3	2.5	2.5	2.5	2.0	1.0	11.0	21.0	19.0
3.25	6	4.0	5.0	4.0	2.0	1.0	26.0	20.0	4.0
8.0	3	4.0	2.5	2.5	2.0	1.0	60.0	19.0	18.0
7.0	5	2.5	5.0	2.5	2.0	1.0	13.0	19.0	4.0
50.0	6	2.5	6.0	8.0	2.0	1.0	12.0	20.0	4.0
4.0	4	2.5	2.5	2.5	2.0	1.0	10.0	20.0	4.0
4.5	15	2.5	6.0	4.0	2.0	1.0	12.0	19.0	25.0
4.3125	6	3.0	6.0	4.0	2.0	1.0	12.0	21.0	14.0
4.3125	4	2.5	2.5	2.5	2.0	0.0	16.0	19.0	15.0
4.3125	10	3.0	4.0	3.0	2.0	1.0	28.0	20.0	4.0
4.3125	5	2.5	2.5	2.5	2.0	1.0	13.0	20.0	4.0
4.3125	4	3.0	7.0	5.0	2.0	1.0	10.0	21.0	12.0
4.3125	4	2.5	2.5	2.5	2.0	1.0	13.0	21.0	6.0
4.3125	7	1.0	2.0	2.0	2.0	1.0	20.0	21.0	17.0
4.3125	4	2.5	3.0	3.0	2.0	1.0	20.0	19.0	17.0
4.3125	4	5.0	9.0	7.0	2.0	1.0	10.0	19.0	15.0
4.3125	5	2.5	3.0	2.0	2.0	1.0	10.0	19.0	17.0
4.3125	5	2.0	2.5	2.5	2.0	1.0	12.0	19.0	25.0
4.3125	4	2.0	2.5	2.5	2.0	1.0	13.0	20.0	25.0
4.3125	5	2.0	2.5	2.5	2.0	1.0	12.0	22.0	4.0
4.3125	4	3.5	2.5	2.5	2.0	1.0	12.0	22.0	4.0
4.3125	3	2.5	2.5	2.5	2.0	1.0	12.0	19.0	15.0
4.3125	6	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
4.3125	7	5.0	2.5	2.5	0.0	0.0	13.0	12.0	15.0
4.3125	6	2.5	6.0	3.0	2.0	1.0	13.0	20.0	27.0
4.3125	6	2.5	5.0	6.0	2.0	1.0	22.0	21.0	27.0
4.3125	15	2.5	7.0	4.0	2.0	1.0	10.0	19.0	27.0
4.3125	3	2.5	2.5	2.5	2.0	1.0	20.0	19.0	11.0
4.3125	5	2.5	6.0	3.0	2.0	1.0	12.0	19.0	4.0
4.3125	4	2.5	5.0	4.0	2.0	1.0	20.0	19.0	19.0
4.3125	6	2.5	5.0	4.0	2.0	1.0	12.0	20.0	4.0
4.3125	8	2.5	3.0	3.0	2.0	1.0	14.0	21.0	17.0
4.3125	6	2.0	6.0	4.0	2.0	0.0	20.0	21.0	18.0
4.3125	5	2.5	5.0	4.0	2.0	0.0	20.0	21.0	4.0
4.3125	7	4.0	2.5	7.0	0.0	0.0	13.0	20.0	17.0
4.3125	6	2.5	4.0	4.0	2.0	1.0	15.0	21.0	17.0
4.3125	4	2.5	7.0	3.0	2.0	0.0	12.0	19.0	15.0
4.3125	10	4.0	7.0	2.5	2.0	1.0	12.0	9.0	24.0
4.3125	6	2.5	4.0	3.0	2.0	1.0	13.0	9.0	19.0
4.3125	6	2.5	4.0	4.0	2.0	1.0	13.0	19.0	15.0
4.3125	6	2.5	6.0	4.0	2.0	1.0	16.0	19.0	19.0
4.3125	5	2.5	4.0	5.0	2.0	1.0	20.0	19.0	15.0
4.3125	9	2.5	6.0	4.0	2.0	0.0	30.0	19.0	17.0
4.3125	5	2.5	2.5	2.5	2.0	1.0	13.0	20.0	6.0
4.3125	6	2.5	4.0	4.0	2.0	1.0	16.0	19.0	15.0
4.3125	4	2.5	2.5	2.5	2.0	1.0	12.0	21.0	4.0
4.3125	7	2.5	4.0	3.0	2.0	1.0	16.0	19.0	15.0
4.3125	5	2.0	4.0	2.5	2.0	0.0	12.0	19.0	17.0
4.3125	5	2.5	4.0	5.0	2.0	1.0	13.0	22.0	17.0
4.3125	8	3.0	7.0	5.0	2.0	0.0	12.0	22.0	17.0
4.3125	4	2.5	8.0	3.0	2.0	1.0	12.0	20.0	17.0
4.3125	4	2.5	4.0	3.0	2.0	1.0	20.0	19.0	17.0
4.3125	4	3.5	13.0	3.0	2.0	1.0	8.0	21.0	15.0
4.3125	4	2.5	6.0	3.0	2.0	1.0	13.0	21.0	14.0
4.3125	3	2.5	2.5	2.5	2.0	1.0	10.0	22.0	15.0
4.3125	5	2.5	2.5	2.5	2.0	1.0	13.0	20.0	4.0
4.3125	5	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
4.3125	10	3.0	5.0	4.0	2.0	1.0	20.0	5.0	17.0
4.3125	7	2.5	2.5	2.5	2.0	1.0	13.0	20.0	24.0
4.3125	6	3.0	4.0	4.0	2.0	0.0	13.0	21.0	17.0
4.3125	4	2.5	6.0	3.0	2.0	1.0	20.0	19.0	15.0
4.3125	5	5.5	2.5	2.5	0.0	0.0	20.0	19.0	15.0
4.3125	6	3.5	9.0	4.0	2.0	1.0	9.0	19.0	17.0
4.3125	8	2.5	6.0	2.5	2.0	0.0	13.0	19.0	15.0
4.3125	3	2.5	2.5	2.5	2.0	1.0	40.0	19.0	15.0
4.3125	6	2.5	2.5	2.5	2.0	1.0	13.0	21.0	27.0
4.3125	4	3.0	8.0	3.0	2.0	1.0	12.0	2.0	7.0
4.3125	4	2.5	4.0	4.0	2.0	1.0	20.0	2.0	16.0
4.3125	4	3.5	2.5	2.5	2.0	0.0	12.0	2.0	15.0
4.3125	2	3.0	2.5	3.0	2.0	0.0	15.0	12.0	17.0
4.3125	4	3.5	12.0	4.0	2.0	1.0	20.0	22.0	7.0
4.3125	4	2.5	2.5	2.5	2.0	1.0	13.0	21.0	15.0
4.3125	7	2.5	5.0	2.5	2.0	0.0	20.0	21.0	17.0
4.3125	7	2.5	3.0	4.0	2.0	0.0	15.0	21.0	12.0
4.3125	6	2.5	3.0	3.0	2.0	1.0	13.0	21.0	15.0
4.3125	4	2.5	2.5	2.5	2.0	1.0	20.0	19.0	19.0
4.3125	3	2.0	2.5	2.5	2.0	1.0	16.0	21.0	17.0
4.3125	7	2.5	4.0	5.0	2.0	0.0	16.0	19.0	15.0
4.3125	3	2.0	2.0	2.5	2.0	0.0	12.0	19.0	17.0
4.3125	7	2.5	7.0	2.5	2.0	1.0	13.0	19.0	6.0
4.3125	6	2.5	4.0	4.0	2.0	1.0	20.0	21.0	17.0
4.3125	5	3.0	8.0	6.0	2.0	1.0	20.0	21.0	15.0
4.3125	11	2.5	4.0	4.0	2.0	1.0	20.0	19.0	21.0
4.3125	3	2.5	4.0	4.0	2.0	1.0	20.0	22.0	18.0
4.3125	4	3.5	2.5	2.5	2.0	1.0	13.0	21.0	19.0
4.3125	4	1.0	2.5	2.5	2.0	1.0	10.0	8.0	15.0
4.3125	5	2.5	2.5	2.5	2.0	1.0	12.0	8.0	4.0
4.3125	8	2.5	4.0	5.0	2.0	0.0	20.0	8.0	17.0
4.3125	7	2.5	3.0	3.0	2.0	1.0	13.0	8.0	17.0
4.3125	5	2.5	2.5	2.5	2.0	1.0	13.0	19.0	7.0
4.3125	5	1.0	3.0	1.0	2.0	1.0	13.0	22.0	4.0
4.3125	4	3.5	6.0	3.0	2.0	1.0	12.0	19.0	25.0
4.3125	6	2.5	4.0	4.0	2.0	1.0	14.0	19.0	17.0
4.3125	6	2.5	5.0	3.0	2.0	1.0	12.0	19.0	25.0
4.3125	5	3.5	2.5	2.5	2.0	0.0	20.0	19.0	17.0
4.3125	4	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
4.3125	6	2.5	7.0	2.0	2.0	1.0	20.0	22.0	17.0
4.3125	7	2.0	6.0	4.0	2.0	0.0	16.0	19.0	17.0
4.3125	5	6.0	2.5	2.5	0.0	1.0	14.0	19.0	15.0
4.3125	8	2.5	4.0	5.0	2.0	1.0	10.0	6.0	17.0
4.3125	5	2.5	5.0	3.0	2.0	1.0	15.0	6.0	17.0
4.3125	6	2.5	8.0	4.0	2.0	1.0	12.0	19.0	15.0
4.3125	6	2.5	4.0	4.0	2.0	0.0	18.0	19.0	4.0
4.3125	6	2.5	9.0	2.0	2.0	0.0	12.0	19.0	17.0
4.3125	5	2.5	6.0	2.5	2.0	0.0	12.0	19.0	21.0
4.3125	4	2.5	5.0	4.0	2.0	0.0	12.0	19.0	17.0
4.3125	8	2.5	4.0	4.0	2.0	1.0	13.0	19.0	17.0
4.3125	7	2.5	3.0	3.0	2.0	1.0	13.0	19.0	17.0
4.3125	6	2.5	7.0	5.0	2.0	1.0	20.0	19.0	17.0
4.3125	4	2.5	2.5	2.5	2.0	1.0	13.0	22.0	6.0
4.3125	4	2.5	7.0	3.0	2.0	1.0	13.0	19.0	19.0
4.3125	4	3.5	9.0	4.0	2.0	1.0	20.0	19.0	15.0
4.3125	5	2.0	8.0	3.0	2.0	0.0	15.0	19.0	15.0
4.3125	3	5.0	2.5	2.5	2.0	1.0	22.0	19.0	17.0
4.3125	9	3.5	10.0	4.0	2.0	1.0	12.0	22.0	15.0
4.3125	7	2.5	4.0	3.0	2.0	0.0	13.0	21.0	21.0
4.3125	7	3.5	2.5	2.5	0.0	0.0	20.0	21.0	15.0
4.3125	5	4.0	10.0	3.0	2.0	1.0	25.0	19.0	4.0
4.3125	7	2.5	6.0	4.0	2.0	1.0	16.0	19.0	19.0
4.3125	5	2.5	5.0	3.0	2.0	1.0	13.0	22.0	17.0
4.3125	6	2.5	2.5	2.5	2.0	1.0	12.0	22.0	4.0
4.3125	7	2.5	5.0	2.5	2.0	1.0	13.0	22.0	27.0
4.3125	6	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
4.3125	5	2.5	4.0	5.0	2.0	1.0	10.0	19.0	25.0
4.3125	5	2.5	2.5	2.5	2.0	1.0	14.0	22.0	19.0
4.3125	5	2.5	5.0	3.0	2.0	1.0	11.0	19.0	15.0
4.3125	7	2.5	6.0	3.0	2.0	1.0	13.0	20.0	1.0
4.3125	5	2.5	5.0	3.0	2.0	0.0	15.0	19.0	15.0
4.3125	5	2.5	3.0	2.5	2.0	0.0	16.0	19.0	17.0
4.3125	3	2.5	2.5	3.0	2.0	0.0	12.0	19.0	15.0
4.3125	7	2.5	4.0	3.0	2.0	0.0	12.0	19.0	17.0
4.3125	7	2.5	6.0	4.0	2.0	0.0	12.0	19.0	17.0
4.3125	3	5.0	2.5	2.5	2.0	0.0	12.0	19.0	15.0
4.3125	5	2.5	7.0	3.0	2.0	0.0	12.0	19.0	19.0
4.3125	6	2.0	6.0	5.0	2.0	0.0	12.0	19.0	17.0
4.3125	6	2.5	5.0	3.0	2.0	1.0	8.0	20.0	6.0
4.3125	6	2.5	4.0	4.0	2.0	0.0	12.0	19.0	17.0
4.3125	5	2.5	4.0	4.0	2.0	0.0	12.0	19.0	15.0
4.3125	3	2.0	2.5	2.0	2.0	0.0	12.0	19.0	17.0
4.3125	5	3.5	4.0	4.0	2.0	0.0	12.0	22.0	17.0
4.3125	5	2.5	6.0	2.0	2.0	0.0	12.0	22.0	15.0
4.3125	7	2.5	8.0	5.0	2.0	0.0	13.0	19.0	17.0
4.3125	6	4.5	2.5	8.0	2.0	0.0	12.0	19.0	17.0
4.3125	8	2.5	5.0	4.0	2.0	0.0	12.0	19.0	17.0
4.3125	5	2.5	2.5	2.5	2.0	0.0	12.0	19.0	17.0
4.3125	5	2.5	5.0	2.5	2.0	1.0	13.0	20.0	21.0
4.3125	6	2.5	5.0	6.0	2.0	0.0	12.0	20.0	15.0
4.3125	5	2.5	4.0	2.5	2.0	0.0	14.0	21.0	17.0
4.3125	4	2.5	5.0	4.0	2.0	0.0	20.0	21.0	17.0
4.3125	4	2.5	5.0	3.0	2.0	1.0	13.0	19.0	4.0
4.3125	6	2.5	4.0	3.0	2.0	0.0	13.0	19.0	15.0
4.3125	6	2.5	7.0	2.5	2.0	0.0	12.0	19.0	17.0
4.3125	4	1.0	2.5	2.5	2.0	1.0	12.0	19.0	4.0
4.3125	4	5.5	2.5	5.0	2.0	1.0	20.0	19.0	15.0
4.3125	6	2.5	5.0	3.0	2.0	1.0	8.0	21.0	14.0
4.3125	6	3.5	7.0	6.0	2.0	1.0	10.0	19.0	15.0
4.3125	5	3.0	8.0	3.0	2.0	1.0	16.0	19.0	27.0
4.3125	6	1.0	13.0	2.5	2.0	1.0	8.0	21.0	27.0
4.3125	7	2.5	5.0	6.0	2.0	1.0	12.0	19.0	15.0
4.3125	6	2.5	4.0	2.5	2.0	1.0	12.0	19.0	4.0
4.3125	6	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
4.3125	7	2.5	5.0	5.0	2.0	1.0	20.0	19.0	27.0
4.3125	9	2.5	4.0	2.5	2.0	1.0	18.0	20.0	6.0
4.3125	4	2.5	2.5	2.5	2.0	1.0	13.0	21.0	4.0
4.3125	11	2.5	5.0	4.0	2.0	1.0	18.0	21.0	17.0
4.3125	6	2.5	5.0	6.0	2.0	0.0	20.0	21.0	17.0
4.3125	4	3.5	7.0	5.0	2.0	1.0	12.0	22.0	11.0
4.3125	7	2.5	4.0	3.0	2.0	1.0	15.0	22.0	17.0
4.3125	7	2.5	4.0	4.0	2.0	1.0	15.0	22.0	17.0
4.3125	6	2.5	3.0	2.5	2.0	1.0	18.0	21.0	27.0
4.3125	5	2.5	2.5	2.5	2.0	1.0	13.0	22.0	21.0
4.3125	10	2.5	2.5	2.5	2.0	1.0	14.0	19.0	4.0
4.3125	5	3.0	5.0	5.0	2.0	1.0	28.0	19.0	27.0
4.3125	8	2.5	4.0	5.0	2.0	1.0	15.0	20.0	4.0
4.3125	4	5.5	1.0	6.0	2.0	1.0	42.0	19.0	15.0
4.3125	9	3.5	7.0	6.0	2.0	1.0	20.0	19.0	15.0
4.3125	5	4.5	12.0	7.0	2.0	1.0	10.0	19.0	27.0
4.3125	7	2.5	4.0	3.0	2.0	1.0	15.0	19.0	21.0
4.3125	6	3.5	2.5	2.5	2.0	1.0	20.0	19.0	24.0
4.3125	5	3.0	3.0	3.0	2.0	1.0	13.0	22.0	14.0
4.3125	5	4.5	9.0	2.5	2.0	1.0	13.0	20.0	1.0
4.3125	11	2.5	6.0	4.0	2.0	1.0	20.0	20.0	19.0
4.3125	4	3.5	14.0	7.0	2.0	1.0	12.0	19.0	27.0
4.3125	8	2.5	2.5	2.5	2.0	0.0	16.0	19.0	4.0
4.3125	4	2.5	2.5	2.5	2.0	1.0	13.0	19.0	17.0
4.3125	6	2.5	7.0	9.0	2.0	0.0	14.0	19.0	17.0
4.3125	5	2.5	6.0	3.0	2.0	1.0	10.0	20.0	25.0
4.3125	3	2.5	2.5	2.5	2.0	1.0	16.0	22.0	4.0
4.3125	6	2.5	8.0	3.0	2.0	0.0	14.0	22.0	17.0
4.3125	6	2.5	6.0	4.0	2.0	1.0	16.0	20.0	4.0
4.3125	6	2.5	5.0	3.0	2.0	1.0	10.0	21.0	27.0
4.3125	5	4.5	10.0	5.0	2.0	1.0	24.0	20.0	4.0
4.3125	8	2.5	3.0	3.0	2.0	1.0	26.0	19.0	21.0
4.3125	3	5.0	2.5	4.0	2.0	1.0	20.0	19.0	15.0
4.3125	3	2.5	6.0	3.0	2.0	1.0	13.0	21.0	15.0
4.3125	5	2.5	4.0	3.0	2.0	1.0	14.0	21.0	15.0
4.3125	6	2.5	2.5	2.5	2.0	1.0	12.0	19.0	15.0
4.3125	6	2.5	5.0	3.0	2.0	1.0	12.0	19.0	19.0
4.3125	5	2.5	2.5	2.5	2.0	1.0	13.0	19.0	6.0
4.3125	6	2.5	5.0	5.0	2.0	1.0	15.0	19.0	4.0
4.3125	7	2.5	6.0	8.0	2.0	1.0	13.0	19.0	4.0
4.3125	3	2.5	2.5	2.5	2.0	1.0	16.0	21.0	15.0
4.3125	3	3.0	2.5	2.5	2.0	1.0	12.0	20.0	16.0
4.3125	6	3.0	4.0	4.0	2.0	0.0	30.0	20.0	17.0
4.3125	6	2.5	6.0	6.0	2.0	1.0	8.0	20.0	17.0
4.3125	8	2.5	2.5	2.5	2.0	1.0	16.0	20.0	4.0
4.3125	7	2.5	3.0	4.0	2.0	1.0	12.0	21.0	4.0
4.3125	6	2.5	5.0	6.0	2.0	1.0	12.0	21.0	6.0
4.3125	6	2.5	6.0	3.0	2.0	1.0	13.0	19.0	27.0
4.3125	6	2.5	5.0	4.0	2.0	1.0	14.0	19.0	15.0
4.3125	10	3.0	6.0	2.5	2.0	1.0	13.0	19.0	17.0
4.3125	4	2.5	4.0	3.0	2.0	1.0	13.0	19.0	21.0
4.3125	4	2.5	6.0	4.0	2.0	1.0	13.0	19.0	21.0
4.3125	4	3.5	7.0	6.0	2.0	1.0	20.0	19.0	15.0
4.3125	6	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
4.3125	0	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
4.3125	7	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
4.3125	7	2.5	5.0	3.0	2.0	1.0	10.0	19.0	21.0
4.3125	7	2.5	4.0	5.0	2.0	0.0	20.0	19.0	21.0
4.3125	11	2.5	3.0	1.0	2.0	1.0	30.0	19.0	20.0
4.3125	6	5.0	2.5	10.0	2.0	0.0	26.0	19.0	17.0
4.3125	7	2.5	4.0	4.0	2.0	1.0	15.0	22.0	4.0
4.3125	8	2.0	3.0	2.0	2.0	1.0	21.0	21.0	27.0
4.3125	4	1.0	2.5	2.5	2.0	1.0	13.0	22.0	6.0
4.3125	5	2.5	2.5	5.0	2.0	1.0	13.0	20.0	4.0
4.3125	6	2.5	4.0	7.0	2.0	1.0	12.0	19.0	4.0
4.3125	8	2.5	4.0	4.0	2.0	1.0	15.0	21.0	17.0
4.3125	7	2.5	5.0	3.0	2.0	1.0	15.0	19.0	17.0
4.3125	6	2.5	4.0	3.0	2.0	1.0	15.0	21.0	17.0
4.3125	6	2.5	2.5	2.5	2.0	1.0	12.0	21.0	4.0
4.3125	8	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
4.3125	6	2.5	2.5	2.5	2.0	1.0	20.0	21.0	4.0
4.3125	6	2.5	2.5	2.5	2.0	1.0	16.0	22.0	4.0
4.3125	5	2.5	2.5	2.5	2.0	1.0	13.0	20.0	4.0
4.3125	6	2.5	3.0	4.0	2.0	0.0	20.0	20.0	17.0
4.3125	6	2.5	4.0	2.0	2.0	1.0	12.0	19.0	15.0
4.3125	4	3.0	8.0	6.0	2.0	1.0	12.0	19.0	14.0
4.3125	3	4.5	8.0	4.0	2.0	1.0	11.0	19.0	12.0
4.3125	5	2.0	4.0	2.0	2.0	0.0	12.0	19.0	17.0
4.3125	6	2.5	4.0	4.0	2.0	1.0	16.0	22.0	4.0
4.3125	6	2.5	6.0	2.5	2.0	1.0	18.0	22.0	4.0
4.3125	5	2.5	4.0	2.5	2.0	1.0	18.0	21.0	17.0
4.3125	11	2.5	4.0	5.0	2.0	1.0	20.0	21.0	17.0
4.3125	5	2.5	4.0	4.0	2.0	1.0	12.0	21.0	4.0
4.3125	4	1.0	3.0	1.0	2.0	1.0	13.0	22.0	4.0
4.3125	4	3.5	7.0	5.0	2.0	1.0	25.0	19.0	15.0
4.3125	6	3.5	7.0	3.0	2.0	1.0	66.0	19.0	12.0
4.3125	4	3.0	2.5	2.5	2.0	1.0	10.0	21.0	15.0
4.3125	4	2.5	4.0	3.0	2.0	1.0	16.0	21.0	21.0
4.3125	14	3.0	5.0	2.5	2.0	0.0	20.0	19.0	17.0
4.3125	4	2.0	2.5	2.5	2.0	1.0	20.0	13.0	15.0
4.3125	5	2.5	5.0	5.0	2.0	1.0	20.0	19.0	15.0
4.3125	4	1.0	3.0	1.0	2.0	1.0	12.0	19.0	21.0
4.3125	7	2.0	4.0	3.0	2.0	1.0	13.0	19.0	15.0
4.3125	5	2.5	10.0	5.0	2.0	1.0	13.0	21.0	17.0
4.3125	5	2.5	5.0	5.0	2.0	1.0	13.0	20.0	4.0
4.3125	5	2.5	5.0	5.0	2.0	1.0	15.0	20.0	4.0
4.3125	5	2.5	3.0	4.0	2.0	1.0	12.0	20.0	4.0
4.3125	5	2.5	4.0	5.0	2.0	1.0	13.0	20.0	4.0
4.3125	5	2.5	5.0	5.0	2.0	1.0	13.0	20.0	4.0
4.3125	7	2.5	4.0	5.0	2.0	1.0	20.0	20.0	17.0
4.3125	6	2.5	4.0	3.0	2.0	1.0	16.0	19.0	17.0
4.3125	4	2.5	2.5	2.5	2.0	1.0	12.0	22.0	19.0
4.3125	9	2.5	4.0	4.0	2.0	1.0	16.0	19.0	17.0
4.3125	6	2.5	4.0	4.0	2.0	1.0	15.0	22.0	17.0
4.3125	4	5.0	2.5	5.0	2.0	0.0	22.0	19.0	17.0
4.3125	5	2.5	6.0	2.0	2.0	1.0	12.0	19.0	12.0
4.3125	4	1.0	2.5	2.5	2.0	1.0	22.0	19.0	15.0
4.3125	4	2.5	5.0	3.0	2.0	1.0	12.0	22.0	14.0
4.3125	5	2.5	2.5	2.5	0.0	0.0	16.0	19.0	17.0
4.3125	17	2.5	7.0	2.5	2.0	1.0	13.0	19.0	15.0
